sku_id,sales,stock,date
SKU005,2,97,2025-01-24
SKU092,3,78,2025-01-04
SKU087,5,52,2025-02-22
SKU046,1,40,2025-03-16
SKU049,7,76,2025-02-14
SKU041,5,21,2025-01-04
SKU071,5,85,2025-03-23
SKU019,3,98,2025-03-25
SKU004,4,67,2025-03-08
SKU035,8,26,2025-03-12
SKU014,4,87,2025-03-24
SKU035,3,77,2025-01-23
SKU009,5,84,2025-01-12
SKU006,4,59,2025-01-24
SKU064,6,42,2025-02-20
SKU028,6,72,2025-02-05
SKU080,5,44,2025-03-31
SKU022,10,70,2025-01-07
SKU042,2,29,2025-01-04
SKU095,5,76,2025-01-03
SKU042,2,55,2025-01-20
SKU065,6,73,2025-02-09
SKU088,5,26,2025-01-13
SKU018,4,29,2025-02-20
SKU084,3,41,2025-03-03
SKU010,10,44,2025-01-01
SKU086,9,28,2025-03-19
SKU004,5,54,2025-03-12
SKU045,8,60,2025-03-11
SKU053,3,30,2025-03-03
SKU099,5,67,2025-01-01
SKU079,5,50,2025-01-02
SKU086,6,86,2025-03-22
SKU054,4,42,2025-03-11
SKU052,6,73,2025-02-12
SKU096,8,59,2025-03-29
SKU065,5,53,2025-02-10
SKU056,2,76,2025-02-21
SKU012,1,22,2025-02-15
SKU070,3,38,2025-01-05
SKU082,5,89,2025-01-28
SKU069,4,22,2025-01-14
SKU048,4,80,2025-02-24
SKU083,1,36,2025-02-26
SKU044,3,25,2025-03-02
SKU095,6,93,2025-03-19
SKU011,8,95,2025-01-31
SKU077,3,80,2025-03-13
SKU070,4,66,2025-02-08
SKU082,6,91,2025-01-29
SKU028,6,69,2025-02-15
SKU089,6,23,2025-03-06
SKU048,10,51,2025-01-12
SKU030,0,42,2025-03-23
SKU079,8,66,2025-01-15
SKU073,3,35,2025-02-28
SKU084,3,41,2025-01-01
SKU040,4,29,2025-01-24
SKU071,4,22,2025-02-05
SKU082,2,84,2025-01-16
SKU087,7,56,2025-02-24
SKU073,3,46,2025-03-24
SKU077,5,90,2025-02-09
SKU041,2,63,2025-03-14
SKU077,5,46,2025-01-01
SKU054,5,89,2025-01-13
SKU002,9,94,2025-03-15
SKU067,9,83,2025-03-11
SKU053,6,37,2025-01-10
SKU064,4,89,2025-03-22
SKU031,4,86,2025-03-08
SKU047,7,72,2025-02-16
SKU053,2,70,2025-02-07
SKU094,4,72,2025-03-11
SKU059,7,71,2025-01-06
SKU098,2,80,2025-02-06
SKU048,3,68,2025-03-15
SKU090,5,77,2025-03-27
SKU014,8,34,2025-02-16
SKU004,4,28,2025-02-02
SKU084,7,59,2025-03-20
SKU085,5,77,2025-03-26
SKU013,4,50,2025-02-19
SKU010,4,44,2025-01-16
SKU052,6,84,2025-02-07
SKU092,5,35,2025-03-26
SKU050,4,85,2025-01-27
SKU038,4,38,2025-03-19
SKU094,2,28,2025-01-11
SKU042,2,85,2025-01-29
SKU053,2,95,2025-02-11
SKU004,2,22,2025-02-26
SKU086,3,69,2025-01-13
SKU014,7,80,2025-03-21
SKU057,4,49,2025-03-23
SKU092,4,73,2025-01-09
SKU056,9,85,2025-01-19
SKU040,3,37,2025-03-08
SKU010,2,97,2025-03-28
SKU020,6,33,2025-01-07
SKU015,3,81,2025-02-19
SKU018,5,88,2025-03-20
SKU003,6,30,2025-01-14
SKU004,3,54,2025-03-22
SKU020,7,51,2025-01-02
SKU010,4,86,2025-03-01
SKU080,3,59,2025-03-05
SKU096,6,34,2025-02-24
SKU001,9,67,2025-03-14
SKU021,3,51,2025-01-29
SKU047,2,90,2025-01-16
SKU059,9,46,2025-02-12
SKU092,4,91,2025-01-22
SKU071,5,72,2025-03-17
SKU020,6,70,2025-01-09
SKU007,2,97,2025-02-16
SKU076,4,22,2025-02-06
SKU076,8,65,2025-02-25
SKU004,5,29,2025-02-10
SKU071,4,58,2025-01-08
SKU025,4,66,2025-03-10
SKU023,1,25,2025-02-25
SKU063,7,68,2025-03-31
SKU057,8,28,2025-03-14
SKU029,2,59,2025-02-11
SKU092,6,43,2025-03-05
SKU029,2,73,2025-02-02
SKU033,3,63,2025-03-09
SKU089,4,24,2025-02-25
SKU055,9,96,2025-02-06
SKU001,2,91,2025-02-07
SKU048,5,67,2025-03-28
SKU058,6,84,2025-02-16
SKU005,2,51,2025-02-28
SKU071,5,52,2025-03-16
SKU078,7,69,2025-03-02
SKU074,2,48,2025-02-07
SKU078,2,35,2025-02-27
SKU003,6,56,2025-01-19
SKU015,3,40,2025-03-10
SKU013,5,69,2025-02-15
SKU071,5,62,2025-03-09
SKU061,1,63,2025-01-14
SKU027,5,84,2025-01-30
SKU032,5,76,2025-03-23
SKU026,6,95,2025-01-20
SKU032,2,31,2025-02-04
SKU068,5,38,2025-03-13
SKU017,8,97,2025-01-18
SKU026,4,35,2025-01-11
SKU012,7,83,2025-03-07
SKU096,4,45,2025-03-15
SKU064,6,63,2025-02-24
SKU099,4,54,2025-02-01
SKU080,4,76,2025-01-08
SKU087,8,70,2025-01-01
SKU083,5,48,2025-03-19
SKU022,2,74,2025-02-02
SKU094,3,64,2025-03-02
SKU045,5,73,2025-03-14
SKU079,5,66,2025-01-20
SKU071,6,67,2025-03-31
SKU071,7,26,2025-01-16
SKU072,4,65,2025-03-17
SKU070,3,88,2025-01-13
SKU041,2,82,2025-03-16
SKU065,5,57,2025-01-26
SKU056,3,89,2025-01-07
SKU095,3,89,2025-01-05
SKU071,2,75,2025-01-23
SKU066,4,40,2025-01-07
SKU049,2,96,2025-01-06
SKU034,13,91,2025-02-21
SKU056,5,98,2025-01-11
SKU045,4,51,2025-02-14
SKU018,3,26,2025-03-06
SKU049,5,69,2025-03-15
SKU099,7,58,2025-02-22
SKU051,7,64,2025-01-29
SKU021,5,61,2025-02-23
SKU047,7,25,2025-03-31
SKU074,6,94,2025-02-25
SKU095,0,99,2025-03-07
SKU054,7,85,2025-01-04
SKU069,7,60,2025-01-29
SKU042,8,56,2025-03-11
SKU059,8,40,2025-03-27
SKU057,4,25,2025-01-05
SKU051,5,51,2025-01-19
SKU083,4,79,2025-02-16
SKU087,5,96,2025-03-28
SKU091,2,87,2025-03-05
SKU074,4,24,2025-02-18
SKU071,8,85,2025-01-27
SKU074,2,53,2025-03-27
SKU015,1,66,2025-03-18
SKU087,9,72,2025-03-18
SKU052,8,43,2025-01-10
SKU017,2,53,2025-01-05
SKU004,1,74,2025-01-31
SKU038,6,91,2025-02-26
SKU028,5,50,2025-02-06
SKU038,11,26,2025-03-04
SKU014,4,65,2025-03-30
SKU072,6,24,2025-03-02
SKU017,4,53,2025-02-14
SKU089,7,38,2025-03-14
SKU069,3,56,2025-02-26
SKU100,5,21,2025-03-24
SKU014,4,67,2025-03-02
SKU050,3,62,2025-02-05
SKU074,6,50,2025-03-16
SKU087,8,45,2025-02-28
SKU072,5,42,2025-01-26
SKU089,5,38,2025-03-15
SKU022,8,38,2025-02-12
SKU005,4,53,2025-02-24
SKU020,3,91,2025-02-18
SKU051,6,56,2025-02-20
SKU009,5,95,2025-02-04
SKU096,4,79,2025-03-27
SKU096,6,98,2025-03-03
SKU068,7,36,2025-03-19
SKU037,7,27,2025-01-22
SKU001,2,33,2025-01-24
SKU002,4,88,2025-03-21
SKU021,3,51,2025-03-26
SKU051,8,66,2025-03-20
SKU087,7,86,2025-02-02
SKU098,6,93,2025-01-03
SKU084,6,55,2025-02-07
SKU044,8,36,2025-01-16
SKU020,5,42,2025-03-23
SKU070,7,39,2025-01-18
SKU005,4,83,2025-03-25
SKU062,9,31,2025-01-30
SKU075,6,56,2025-01-19
SKU019,4,90,2025-02-09
SKU040,3,50,2025-03-12
SKU014,5,40,2025-01-30
SKU059,4,26,2025-02-24
SKU091,7,27,2025-01-05
SKU004,5,97,2025-01-26
SKU019,4,82,2025-03-19
SKU019,3,88,2025-01-12
SKU005,3,81,2025-01-14
SKU048,2,23,2025-01-13
SKU037,7,59,2025-01-15
SKU063,4,36,2025-01-30
SKU098,3,75,2025-03-28
SKU028,2,60,2025-03-21
SKU074,6,50,2025-01-11
SKU089,2,37,2025-01-13
SKU057,5,51,2025-03-26
SKU003,5,65,2025-01-06
SKU098,3,64,2025-03-10
SKU040,6,35,2025-03-17
SKU029,6,48,2025-01-30
SKU028,5,20,2025-03-29
SKU035,3,90,2025-02-01
SKU059,8,86,2025-01-05
SKU014,4,22,2025-03-25
SKU041,8,77,2025-02-08
SKU067,3,69,2025-02-15
SKU076,5,74,2025-02-12
SKU014,3,43,2025-03-17
SKU041,6,44,2025-02-01
SKU064,4,59,2025-01-16
SKU023,6,33,2025-01-20
SKU075,3,91,2025-01-08
SKU019,4,24,2025-01-22
SKU022,5,24,2025-02-07
SKU034,3,69,2025-03-26
SKU062,7,44,2025-01-10
SKU004,7,36,2025-02-06
SKU061,6,75,2025-01-03
SKU066,1,31,2025-03-23
SKU025,3,77,2025-03-02
SKU022,9,27,2025-01-31
SKU100,4,80,2025-02-09
SKU086,3,48,2025-01-24
SKU073,7,69,2025-01-05
SKU058,9,85,2025-02-26
SKU025,3,54,2025-03-14
SKU004,3,66,2025-01-04
SKU010,2,77,2025-01-07
SKU099,6,70,2025-01-23
SKU071,5,54,2025-01-10
SKU063,6,92,2025-01-31
SKU027,3,46,2025-02-09
SKU059,8,22,2025-02-23
SKU071,5,68,2025-03-01
SKU078,7,60,2025-03-26
SKU010,6,38,2025-02-01
SKU032,6,21,2025-01-29
SKU089,7,56,2025-02-04
SKU055,4,51,2025-03-06
SKU050,5,46,2025-01-11
SKU037,5,62,2025-01-16
SKU059,7,22,2025-02-18
SKU086,9,83,2025-02-09
SKU080,8,82,2025-02-04
SKU047,1,61,2025-02-11
SKU049,5,99,2025-01-22
SKU082,4,84,2025-02-15
SKU013,4,58,2025-01-29
SKU030,4,32,2025-02-04
SKU035,2,56,2025-01-29
SKU011,7,65,2025-02-19
SKU006,1,73,2025-03-26
SKU014,4,73,2025-01-18
SKU019,8,50,2025-01-21
SKU043,6,87,2025-01-05
SKU047,4,26,2025-03-04
SKU063,7,24,2025-03-06
SKU084,11,79,2025-01-27
SKU042,6,60,2025-03-02
SKU055,3,96,2025-02-04
SKU069,3,56,2025-02-18
SKU078,8,99,2025-03-30
SKU021,4,25,2025-02-16
SKU070,5,75,2025-01-19
SKU033,5,62,2025-02-23
SKU066,4,74,2025-03-12
SKU024,11,84,2025-02-22
SKU097,3,51,2025-02-20
SKU089,6,83,2025-02-10
SKU019,5,63,2025-03-02
SKU085,3,24,2025-02-24
SKU021,1,23,2025-02-28
SKU021,1,68,2025-01-09
SKU013,4,98,2025-02-27
SKU068,9,48,2025-02-20
SKU064,5,30,2025-01-11
SKU093,3,31,2025-03-19
SKU033,3,80,2025-01-19
SKU042,9,70,2025-01-26
SKU026,5,34,2025-03-29
SKU027,4,66,2025-02-05
SKU093,5,70,2025-03-13
SKU081,8,71,2025-03-17
SKU084,5,88,2025-03-31
SKU084,9,40,2025-02-10
SKU084,6,52,2025-02-25
SKU006,5,58,2025-03-27
SKU087,10,77,2025-01-09
SKU022,5,92,2025-03-02
SKU074,0,23,2025-02-28
SKU007,5,99,2025-02-15
SKU091,2,46,2025-01-02
SKU079,7,49,2025-02-13
SKU041,11,62,2025-01-19
SKU041,5,71,2025-03-30
SKU063,6,92,2025-01-23
SKU052,2,96,2025-02-28
SKU080,4,45,2025-02-11
SKU009,4,33,2025-02-13
SKU045,3,49,2025-03-15
SKU097,8,79,2025-01-19
SKU072,4,86,2025-01-06
SKU060,3,55,2025-03-29
SKU088,5,22,2025-02-12
